car_title,location,year,price,kilometers,transmission_type,number_of_doors,source,model,color,contact_number,brand
تويوتا كورولا 2022,"Al Khoud, Muscat•",2022,"OMR 5,800",54000,Automatic,'4/5,US,Corolla,Blue,N/A,Toyota
ميتسوبيشي باجيرو 2011,"Al Maabilah, Muscat•",2011,"OMR 3,600",300000,Automatic,'2/3,US,Pajero,Black,N/A,Mitsubishi
تويوتا كورولا 2018,"Al Maabilah, Muscat•",2018,"OMR 4,000",52000,Automatic,'4/5,US,Corolla,Blue,N/A,Toyota
تويوتا أفالون 2022,"Al Maabilah, Muscat•",2022,"OMR 12,000",42000,Automatic,'4/5,US,Avalon,Grey,N/A,Toyota
تويوتا كامرى 2022,"Al Maabilah, Muscat•",2022,"OMR 6,700",65000,Automatic,'4/5,US,Camry,Red,N/A,Toyota
2024 Chevrolet Tahoe Premier 6.2L / GCC,"The Wave (Almouj), Muscat•",2024,"OMR 24,500",11000,Automatic,'4/5,GCC,Tahoe,Silver,N/A,Chevrolet
Land Rover Range Rover Velar 2022,"Al Khoud, Muscat•",2022,"OMR 19,400",32000,Automatic,'4/5,US,Range Rover Velar,Other,N/A,Land Rover
جمس سيرا AT4 غماره 2022 خليجيه ضمان الوكالة,"Al Khuwair, Muscat•",2022,"OMR 17,900",55000,Automatic,'2/3,GCC,Sierra,Silver,N/A,GMC
BMW X5 2009,"Azaiba, Muscat•",2009,"OMR 2,200",139400,Automatic,'4/5,GCC,X5,Black,N/A,BMW
Porsche Cayenne GTS 2014 only 72000 km,"Bosher, Muscat•",2014,"OMR 9,800",72000,Automatic,'4/5,GCC,Cayenne GTS,White,N/A,Porsche
تويوتا لاند كروزر 2017,"Al Maabilah, Muscat•",2017,"OMR 16,900",256000,Automatic,'4/5,GCC,Land Cruiser,White,N/A,Toyota
رنج روفر سبورت SVR 2016 قمة النظافة,"The Wave (Almouj), Muscat•",2016,"OMR 13,500",109000,Manual,'4/5,GCC,Range Rover Sport,Blue,N/A,Range Rover
2017 Toyota Corolla LE,"Al Maabilah, Muscat•",2017,"OMR 3,300",45000,Automatic,'4/5,US,Corolla,Burgundy,N/A,Toyota
Jetour T2 2025 | جيتور T2 2025,"Al Hail, Muscat•",2025,"OMR 13,200",24000,Automatic,'4/5,GCC,T2,Silver,N/A,Jetour
Honda Accord 2020,"Al Maabilah, Muscat•",2020,"OMR 5,200",112000,Automatic,'4/5,US,Accord,Blue,N/A,Honda
كاديلاك إسكاليد 2016,"Barka, Al Batinah•",2016,"OMR 12,500",172898,Automatic,'4/5,GCC,Escalade,Brown,N/A,Cadillac
تويوتا كورولا 2023 خليجي زيرو كيلو متر,"Azaiba, Muscat•",2023,"OMR 7,700",-,Automatic,N/A,GCC,Corolla,Silver,N/A,Unknown
هيونداي إلينترا 2022,"Al Seeb, Muscat•",2022,"OMR 5,200",49000,Automatic,'4/5,US,Elantra,White,N/A,Hyundai
جيب رانجلر 2022,"Al Maabilah, Muscat•",2022,"OMR 11,000",51000,Automatic,'4/5,US,Wrangler,White,N/A,Jeep
تويوتا 4 رانر 2017,"Al Maabilah, Muscat•",2017,"OMR 8,900",177000,Automatic,'4/5,US,4Runner,Red,N/A,Toyota
جي ام سي يوكون 2009,"Al Maabilah, Muscat•",2009,"OMR 2,000",300000,Automatic,'4/5,GCC,Yukon,White,N/A,GMC
تويوتا كورولا 2024,"Al Maabilah, Muscat•",2024,"OMR 6,400",39000,Automatic,'4/5,US,Corolla,White,N/A,Toyota
فورد إف 150 2023,"Al Maabilah, Muscat•",2023,"OMR 11,500",64000,Automatic,'4/5,US,F150,Grey,N/A,Ford
فورد إكسبديشن 2012,"Al Maabilah, Muscat•",2012,"OMR 2,400",232000,Automatic,'4/5,GCC,Expedition,White,N/A,Ford
لكزس فئة -ار إكس 2019,"Al Maabilah, Muscat•",2019,"OMR 11,500",58000,Automatic,'4/5,US,RX-Series,Silver,N/A,Unknown
تويوتا 4 رانر 2023,"Al Maabilah, Muscat•",2023,"OMR 14,000",39000,Automatic,'4/5,US,4Runner,Grey,N/A,Toyota
تويوتا راف فور 2017,"Al Maabilah, Muscat•",2017,"OMR 6,400",91000,Automatic,'4/5,US,Rav 4,Burgundy,N/A,Toyota
تويوتا أفالون 2019,"Al Maabilah, Muscat•",2019,"OMR 8,400",56000,Automatic,'4/5,US,Avalon,Red,N/A,Toyota
نيسان التيما 2023,"Al Maabilah, Muscat•",2023,"OMR 8,200",20000,Automatic,'4/5,US,Altima,Black,N/A,Nissan
مرسيدس بنز اى 300 2017,"Al Maabilah, Muscat•",2017,"OMR 9,300",66000,Automatic,'4/5,US,E300,Silver,N/A,Mercedes
نيسان التيما 2020,"Al Maabilah, Muscat•",2020,"OMR 4,900",130000,Automatic,'4/5,US,Altima,Red,N/A,Nissan
تويوتا هايلاندر 2018,"Al Maabilah, Muscat•",2018,"OMR 7,900",172000,Automatic,'4/5,US,Highlander,Grey,N/A,Toyota
جي ام سي سييرا 2018,"Al Maabilah, Muscat•",2018,"OMR 7,800",164000,Automatic,'2/3,US,Sierra,White,N/A,GMC
إنفينيتي كيو إكس 80 2019,"Al Maabilah, Muscat•",2019,"OMR 9,600",159000,Automatic,'4/5,US,QX80,White,N/A,Infiniti
تويوتا كامرى 2017,"Al Maabilah, Muscat•",2017,"OMR 4,400",276000,Automatic,'4/5,US,Camry,Blue,N/A,Toyota
شيفروليه سوبربان 2017,"Al Maabilah, Muscat•",2017,"OMR 9,800",113000,Automatic,'4/5,US,Suburban,Red,N/A,Chevrolet
تويوتا كورولا 2020,"Al Maabilah, Muscat•",2020,"OMR 4,200",145000,Automatic,'4/5,US,Corolla,Black,N/A,Toyota
مازيراتي جيبلي 2015,"Al Maabilah, Muscat•",2015,"OMR 5,000",99000,Automatic,'4/5,GCC,Ghibli,Red,N/A,Jeep
تويوتا هايلاندر 2018,"Al Maabilah, Muscat•",2018,"OMR 8,400",162000,Automatic,'4/5,US,Highlander,Burgundy,N/A,Toyota
شيفروليه سوبربان 2017,"Al Maabilah, Muscat•",2017,"OMR 9,400",186000,Automatic,'4/5,US,Suburban,Black,N/A,Chevrolet
جيب رانجلر 2023,"Al Maabilah, Muscat•",2023,"OMR 10,000",36000,Automatic,'2/3,US,Wrangler,White,N/A,Jeep
بي ام دبليو 428 2015,"Al Maabilah, Muscat•",2015,"OMR 3,400",246000,Automatic,'4/5,Europe,428,White,N/A,BMW
شيفروليه تاهو 2011,"Al Maabilah, Muscat•",2011,"OMR 3,600",26300,Automatic,'4/5,US,Tahoe,Blue,N/A,Chevrolet
أودي ايه 8 2016,"Al Maabilah, Muscat•",2016,"OMR 8,600",11600,Automatic,'4/5,GCC,A8,Silver,N/A,Audi
لكزس ES 350 2019,"Al Maabilah, Muscat•",2019,"OMR 12,300",59000,Automatic,'4/5,US,ES 350,Red,N/A,Lexus
تويوتا راف فور 2016,"Al Maabilah, Muscat•",2016,"OMR 5,800",99000,Automatic,'4/5,US,Rav 4,Silver,N/A,Toyota
مازدا 3 2019,"Al Maabilah, Muscat•",2019,"OMR 5,000",39,Automatic,'4/5,US,3,Grey,N/A,Mazda
تويوتا كامرى 2017,"Al Maabilah, Muscat•",2017,"OMR 3,900",200,Automatic,'4/5,US,Camry,Black,N/A,Toyota
هوندا أكورد 2022,"Al Maabilah, Muscat•",2022,"OMR 6,900",61000,Automatic,'4/5,US,Accord,Other,N/A,Honda
هوندا أكورد 2017,"Al Maabilah, Muscat•",2017,"OMR 4,400",115,Automatic,'4/5,US,Accord,Gold,N/A,Honda
هوندا أكورد 2019,"Al Maabilah, Muscat•",2019,"OMR 5,500",95000,Automatic,'4/5,US,Accord,Red,N/A,Honda
لكزس IS 300 2016,"Azaiba, Muscat•",2016,"OMR 4,950",170000,Automatic,'4/5,GCC,IS 300,Silver,N/A,Lexus
Ford Edge 2017,"Al Ghubrah, Muscat•",2017,"OMR 5,200",69000,Automatic,'4/5,GCC,Edge,Red,N/A,Ford
Porsche Cayenne 2018,"Al Ghubrah, Muscat•",2018,"OMR 17,900",69000,Automatic,'4/5,GCC,Cayenne,Blue,N/A,Porsche
Audi S3/RS3 2018,"Al Ghubrah, Muscat•",2018,"OMR 14,300",73000,Automatic,'4/5,GCC,S3/RS3,Black,N/A,Audi
Lexus ES 350 2019,"Al Ghubrah, Muscat•",2019,"OMR 10,800",147000,Automatic,'4/5,US,ES 350,Black,N/A,Lexus
Kia Rio 2019,"Azaiba, Muscat•",2019,"OMR 4,800",183000,Automatic,'4/5,GCC,Rio,White,N/A,Kia
BMW 430i 2023,"Azaiba, Muscat•",2023,"OMR 23,500",20000,Automatic,'4/5,GCC,430i,Burgundy,N/A,BMW
Land Rover Range Rover Velar 2018,"Azaiba, Muscat•",2018,"OMR 8,950",50000,Automatic,'4/5,GCC,Range Rover Velar,Silver,N/A,Land Rover
Mercedes-Benz C 63 AMG 2016,"Azaiba, Muscat•",2016,"OMR 9,950",100000,Automatic,'4/5,US,C 63 AMG,White,N/A,Mercedes
Porsche Cayenne 2015,"Azaiba, Muscat•",2015,"OMR 8,300",20000,Automatic,'4/5,GCC,Cayenne,Silver,N/A,Porsche
Mercedes-Benz GT Class 2021,"Al Ghubrah, Muscat•",2021,"OMR 33,500",50000,Automatic,'4/5,GCC,GT Class,Silver,N/A,Mercedes
Mercedes-Benz E 63 AMG 2020,"Al Ghubrah, Muscat•",2020,"OMR 22,500",50000,Automatic,'4/5,US,E 63 AMG,Grey,N/A,Mercedes
"Toyota Land Cruiser 2011 , Diesel V8 twin turbo","Al Maabilah, Muscat•",2011,"OMR 9,500",1111,Manual,'4/5,GCC,Land Cruiser,White,N/A,Toyota
Mercedes-Benz GLE 53 Coupe AMG 2024,"Al Maabilah, Muscat•",2024,"OMR 39,900",18000,Automatic,'4/5,US,GLE 53 Coupe AMG,White,N/A,Mercedes
Mercedes-Benz GLE 450 AMG 2023,"Al Maabilah, Muscat•",2023,"OMR 26,900",34000,Automatic,'4/5,US,GLE 450 AMG,Grey,N/A,Mercedes
Mercedes-Benz GLC 300 2020,"Al Maabilah, Muscat•",2020,"OMR 13,800",66000,Automatic,'4/5,US,GLC 300,White,N/A,Mercedes
Jeep Gladiator 2023,"Al Maabilah, Muscat•",2023,"OMR 14,300",13000,Automatic,'4/5,US,Gladiator,Blue,N/A,Jeep
Mercedes-Benz GL-Class 2020,"Al Maabilah, Muscat•",2020,"OMR 20,800",-,Automatic,'4/5,Europe,GL-Class,Gold,N/A,Unknown
Mercedes-Benz C-Class 2023,"Al Seeb, Muscat•",2023,"OMR 24,200",19000,Automatic,'4/5,US,C-Class,Grey,N/A,Unknown
Mercedes-Benz C-Class 2021 C300 AMG,"Al Maabilah, Muscat•",2021,"OMR 10,500",44000,Automatic,'4/5,US,C-Class,White,N/A,Unknown
Mercedes-Benz C-Class 2023,"Al Maabilah, Muscat•",2023,"OMR 19,500",6500,Automatic,'4/5,US,C-Class,White,N/A,Unknown
Mercedes-Benz C300 2018,"Al Maabilah, Muscat•",2018,"OMR 9,200",160000,Automatic,'4/5,US,C-Class,Grey,N/A,Unknown
Mercedes-Benz CLA 250 2020,"Al Maabilah, Muscat•",2020,"OMR 10,700",60000,Automatic,N/A,US,CLA 250,White,N/A,Unknown
نيسان التيما 2019,"Al Rustaq, Al Batinah•",2019,"OMR 4,450",128734,Automatic,'4/5,US,Altima,White,N/A,Nissan
تويوتا كامرى 2023,"Al Maabilah, Muscat•",2023,"OMR 10,950",3932,Automatic,'4/5,GCC,Camry,Grey,N/A,Toyota
نيسان روغ 2025,"Al Rustaq, Al Batinah•",2025,"OMR 8,350",744,Automatic,'4/5,US,Rogue,Red,N/A,Nissan
نيسان فيرسا 2012,"Al Rustaq, Al Batinah•",2012,"OMR 1,550",129014,Automatic,'4/5,US,Versa,White,N/A,Nissan
لينكولن إم كي زد 2017,"Al Rustaq, Al Batinah•",2017,"OMR 4,750",131218,Automatic,'4/5,US,MKZ,Gold,N/A,Lincoln
تويوتا فورتشنر 2022,"Al Maabilah, Muscat•",2022,"OMR 12,750",97667,Automatic,'4/5,US,Fortuner,White,N/A,Toyota
إنفينيتي كيو 50 2017,"Al Maabilah, Muscat•",2017,"OMR 4,450",199825,Automatic,'4/5,US,Q50,Silver,N/A,Infiniti
هيونداي إلينترا 2021,"Al Maabilah, Muscat•",2021,"OMR 5,150",131170,Automatic,'4/5,US,Elantra,Black,N/A,Hyundai
تويوتا كامرى 2022,"Al Maabilah, Muscat•",2022,"OMR 8,250",42281,Automatic,'4/5,US,Camry,Grey,N/A,Toyota
نيسان التيما 2020,"Al Rustaq, Al Batinah•",2020,"OMR 4,450",120905,Automatic,'4/5,US,Altima,Grey,N/A,Nissan
لينكولن إم كي زد 2019,"Al Rustaq, Al Batinah•",2019,"OMR 4,350",95542,Automatic,'4/5,US,MKZ,Other,N/A,Lincoln
نيسان سنترا 2021,"Al Rustaq, Al Batinah•",2021,"OMR 4,350",95542,Automatic,'4/5,US,Sentra,Burgundy,N/A,Nissan
نيسان التيما 2021,"Al Rustaq, Al Batinah•",2021,"OMR 5,250",50936,Automatic,'4/5,US,Altima,Grey,N/A,Nissan
لكزس فئة -ار إكس 2012,"Al Rustaq, Al Batinah•",2012,"OMR 4,450",178730,Automatic,'4/5,US,RX-Series,Grey,N/A,Unknown
تويوتا برادو 2013,"Al Maabilah, Muscat•",2013,"OMR 7,150",287473,Automatic,'4/5,GCC,Prado,Gold,N/A,Toyota
نيسان التيما 2018,"Al Rustaq, Al Batinah•",2018,"OMR 2,950",164,Automatic,'4/5,US,Altima,White,N/A,Nissan
بي ام دبليو 530 2020,"Al Maabilah, Muscat•",2020,"OMR 9,950",155,Automatic,'4/5,US,530,White,N/A,BMW
تويوتا راف فور 2016,"Al Maabilah, Muscat•",2016,"OMR 4,550",171346,Automatic,'4/5,US,Rav 4,Blue,N/A,Toyota
تويوتا كورولا 2020,"Al Maabilah, Muscat•",2020,"OMR 4,350",124313,Automatic,'4/5,US,Corolla,Silver,N/A,Toyota
كيا تيليورايد 2022,"Al Maabilah, Muscat•",2022,"OMR 9,550",17238,Automatic,'4/5,GCC,Telluride,White,N/A,Kia
فورد إف 150 2020,"Al Rustaq, Al Batinah•",2020,"OMR 8,750",109448,Automatic,'4/5,US,F150,Grey,N/A,Ford
تويوتا كامرى 2017,"Al Rustaq, Al Batinah•",2017,"OMR 4,350",186450,Automatic,'4/5,US,Camry,White,N/A,Toyota
هيونداي إلينترا 2022,"Al Maabilah, Muscat•",2022,"OMR 5,750",23345,Automatic,'4/5,US,Elantra,White,N/A,Hyundai
نيسان ارمادا 2017,"Al Maabilah, Muscat•",2017,"OMR 7,950",92505,Automatic,'4/5,US,Armada,Other,N/A,Nissan
Chevrolet Tahoe 2019,"Al Maabilah, Muscat•",2019,"OMR 9,500",90000,Automatic,N/A,US,Tahoe,White,N/A,Unknown
BESTUNE T99 I 2023 | Like Brand New Car,"Ghala, Muscat•",2023,"OMR 8,200",-,Automatic,'4/5,GCC,T 99,White,N/A,Unknown
Isuzu D-Max 2022 |Excelent Condition | Oman car,"Ghala, Muscat•",2022,"OMR 6,450",134000,Manual,'4/5,GCC,D-Max,White,N/A,Unknown
Kia Sportage 2024 Excelent Condition,"Ghala, Muscat•",2024,"OMR 7,700",60000,Automatic,'4/5,GCC,Sportage,White,N/A,Kia
Renault Duster 2022,"Ghala, Muscat•",2022,"OMR 3,450",130000,Automatic,'4/5,GCC,Duster,White,N/A,Renault
Kia Sportage 2022,"Ghala, Muscat•",2022,"OMR 6,200",116000,Automatic,'4/5,GCC,Sportage,Red,N/A,Kia
"KIA OPTIMA , (Oman Car) Model: 2006 Km: 365,000","Ghala, Muscat•",2006,OMR 750,365000,Automatic,'4/5,GCC,Optima,Black,N/A,Kia
"FOTON FREEZER VAN(GCC) | Model: 2020 | Km: 45,000","Ghala, Muscat•",2020,"OMR 5,500",45000,Manual,'4/5,GCC,View C2,White,N/A,Foton
TOYOTA HIACE VAN | 2023 | 64000KM | OMAN CAR | EXCELLENT CONDITION,"Ghala, Muscat•",2023,"OMR 8,200",64000,Manual,'4/5,GCC,Hiace,White,N/A,Toyota
Toyota Prado 2007 Oman Car good condition,"Ghala, Muscat•",2007,"OMR 2,900",679000,Automatic,N/A,GCC,Prado,White,N/A,Unknown
"Bestune B-70s 2025, Zeero Meter, 6 Years warranty","Ghala, Muscat•",2025,"OMR 7,700",-,Automatic,'4/5,GCC,B 70S,Silver,N/A,Unknown
"Hyundai Creta 2022, 150k Driven Excellent Condition","Ghala, Muscat•",2022,"OMR 5,500",150000,Automatic,'4/5,GCC,Creta,Silver,N/A,Hyundai
Mitsubishi Pickup 2020 (Oman Car),"Ghala, Muscat•",2020,"OMR 6,600",70000,Manual,'4/5,GCC,Pickup,White,N/A,Mitsubishi
"ISUZU REWARD, DOUBLE CABIN, (Oman Car) Model: 2019 Km: 153,000","Ghala, Muscat•",2019,"OMR 5,850",150000,Manual,'4/5,GCC,Reward,White,N/A,Isuzu
"Renault Duster 2021 Model: 2021 Km: 72,000","Ghala, Muscat•",2021,"OMR 3,500",72000,Automatic,'4/5,GCC,Duster,White,N/A,Renault
Renault Duster 2018 Oman Car,"Ghala, Muscat•",2018,"OMR 2,100",131000,Automatic,'4/5,GCC,Duster,White,N/A,Renault
TOYOTA FORTUNER 2020 V4 (Oman Car),"Ghala, Muscat•",2020,"OMR 9,750",146000,Automatic,'4/5,GCC,Fortuner,White,N/A,Toyota
TOYOTA FORTUNER 2021 (Oman Car),"Ghala, Muscat•",2021,"OMR 11,200",107999,Automatic,'4/5,GCC,Fortuner,White,N/A,Toyota
نيسان صني 2022,"Ghala, Muscat•",2022,"OMR 3,750",120000,Automatic,'4/5,GCC,Sunny,White,N/A,Nissan
Mercedes-Benz GLE 450 2022,"Al Maabilah, Muscat•",2022,"OMR 22,900",36000,Automatic,'4/5,US,GLE 450,Beige,N/A,Mercedes
Mercedes-Benz GLE 350 2020,"Al Maabilah, Muscat•",2020,"OMR 17,300",60000,Automatic,'4/5,US,GLE 350,Black,N/A,Mercedes
Mercedes-Benz C 300 2023,"Al Maabilah, Muscat•",2023,"OMR 18,300",6000,Automatic,'4/5,US,C 300,White,N/A,Mercedes
Mercedes-Benz E 450 2021,"Al Maabilah, Muscat•",2021,"OMR 18,700",45000,Automatic,'4/5,US,E 450,Grey,N/A,Mercedes
مرسيدس بنز جي إل بي 250 2020,"Al Maabilah, Muscat•",2020,"OMR 12,200",47000,Automatic,N/A,US,GLB 250,White,N/A,Unknown
لكزس آي إس 350 2018,"Al Maabilah, Muscat•",2018,"OMR 9,200",86000,Automatic,N/A,US,IS 350,White,N/A,Unknown
مرسيدس بنز سي 300 2022,"Al Maabilah, Muscat•",2022,"OMR 18,800",13000,Automatic,N/A,US,C 300,Blue,N/A,Unknown
لكزس ES 350 2022,"Al Maabilah, Muscat•",2022,"OMR 13,800",60800,Automatic,N/A,US,ES 350,Silver,N/A,Unknown
لكزس آي إس 350 2021,"Al Maabilah, Muscat•",2021,"OMR 12,800",36000,Automatic,N/A,US,IS 350,Silver,N/A,Unknown
نيسان مورانو 2021,"Al Maabilah, Muscat•",2021,"OMR 5,900",70000,Automatic,N/A,US,Murano,Silver,N/A,Unknown
Mercedes-Benz GLC 300 2021,"Al Maabilah, Muscat•",2021,"OMR 12,800",-,Automatic,'4/5,US,GLC 300,Blue,N/A,Unknown
Mercedes-Benz GLA 250 2022,"Al Maabilah, Muscat•",2022,"OMR 13,800",-,Automatic,'4/5,US,GLA 250,Blue,N/A,Unknown
Mercedes-Benz E300 2018,"Al Maabilah, Muscat•",2018,"OMR 10,300",46000,Automatic,'4/5,US,E300,Blue,N/A,Mercedes
Lexus ES 350 2021,"Al Maabilah, Muscat•",2021,"OMR 12,900",3500,Automatic,'4/5,US,ES 350,Grey,N/A,Lexus
Lexus ES 350 2019,"Al Maabilah, Muscat•",2019,"OMR 11,500",55000,Automatic,'4/5,US,ES 350,Grey,N/A,Lexus
Mercedes-Benz CLA 250 2020,"Al Maabilah, Muscat•",2020,"OMR 12,300",-,Automatic,'4/5,US,CLA 250,White,N/A,Unknown
Mercedes-Benz A-Class 2019,"Al Maabilah, Muscat•",2019,"OMR 9,700",-,Automatic,'4/5,US,A-Class,White,N/A,Unknown
Mercedes-Benz GLE 350 2020,"Al Maabilah, Muscat•",2020,"OMR 19,500",63000,Automatic,N/A,US,GLE 350,Grey,N/A,Unknown
Mercedes-Benz GLE 350 2020,"Al Maabilah, Muscat•",2020,"OMR 20,900",85000,Automatic,'4/5,US,GLE 350,White,N/A,Mercedes
JEEP WRANGLER 3.6 UNLIMITED SPORT 5 DOOR - MY: 2020,"Ruwi, Muscat•",2020,"OMR 10,000",140000,Automatic,'4/5,GCC,Wrangler,Grey,N/A,Jeep
RANGE ROVER 3.0 SPORT HS - MY : 2017,"Ruwi, Muscat•",2017,"OMR 9,500",182603,Automatic,'4/5,GCC,Range Rover Sport,Silver,N/A,Range Rover
Toyota FORTUNER 2.7 CLASSIC DLX +H7 - MY : 2017,"Ruwi, Muscat•",2017,"OMR 8,700",117927,Automatic,'4/5,GCC,Fortuner,White,N/A,Toyota
GAC GS8 GL 2.0 L TURBO - MY 2020,"Ruwi, Muscat•",2020,"OMR 5,500",106183,Automatic,'4/5,GCC,GS 8,Blue,N/A,GAC
KIA SONET 1.5 SPL,"Ruwi, Muscat•",2021,"OMR 6,200",8175,Automatic,'4/5,GCC,Sonet,White,N/A,Kia
Ford TERRITORY TITANIUM - MY:2023 - UNUSED,"Ruwi, Muscat•",2023,"OMR 10,500",16244,Automatic,'4/5,GCC,Territory,White,N/A,Ford
TOYOTA - CAMRY GL EXECUTIVE +H - MY:2017,"Ruwi, Muscat•",2017,"OMR 5,500",112994,Automatic,'4/5,GCC,Camry,White,N/A,Toyota
KIA - ALL NEW SONET 1.5 AW - MY:2021 - Un used,"Ruwi, Muscat•",2021,"OMR 5,900",13157,Automatic,'4/5,GCC,Sonet,White,N/A,Kia
GAC GA8 GE 2.0 L TURBO - MY: 2020,"Ruwi, Muscat•",2020,"OMR 5,999",16660,Automatic,'4/5,GCC,GA 8,White,N/A,GAC
GAC GS4 GE 1.5L TURBO AWD - MY:2021,"Ruwi, Muscat•",2021,"OMR 4,200",15754,Automatic,'4/5,GCC,GS 4,White,N/A,GAC
GAC GN8 GE 2.0 L TURBO - MY: 2020,"Ruwi, Muscat•",2020,"OMR 6,500",13163,Automatic,'4/5,GCC,GN 8,White,N/A,GAC
GAC GS8 GL 2.0 L TURBO - MY: 2020,"Ruwi, Muscat•",2020,"OMR 5,999",28043,Automatic,'4/5,GCC,GS 8,Blue,N/A,GAC
Toyota RAV4 SPECIAL +TH1,"Ruwi, Muscat•",2017,"OMR 6,900",126277,Automatic,'4/5,GCC,Rav 4,White,N/A,Toyota
LINCOLN CORSAIR RESERVE - MY 2020,"Ruwi, Muscat•",2020,"OMR 10,900",75000,Automatic,'4/5,GCC,Other,Grey,N/A,Lincoln
2020 Hyundai Elnatra SEL No1” 1,"Al Maabilah, Muscat•",2020,"OMR 3,600",30000,Automatic,'4/5,US,Elantra,Black,N/A,Hyundai
هيونداي فوليستر 2019 se,"Al Maabilah, Muscat•",2019,"OMR 4,300",57000,Automatic,'2/3,US,Veloster,Grey,N/A,Hyundai
هيونداي إلينترا 2019 se,"Al Maabilah, Muscat•",2019,"OMR 3,700",140000,Automatic,'4/5,US,Elantra,Blue,N/A,Hyundai
هيونداي إلينترا 2021 SEL,"Al Maabilah, Muscat•",2021,"OMR 4,400",53000,Automatic,'4/5,US,Elantra,Red,N/A,Hyundai
تويوتا راف فور 2021,"Al Maabilah, Muscat•",2021,"OMR 6,300",48000,Automatic,'4/5,US,Rav 4,White,N/A,Toyota
هيونداي إلينترا 2018 SEL,"Al Maabilah, Muscat•",2018,"OMR 2,800",92000,Automatic,'4/5,US,Elantra,White,N/A,Hyundai
هيونداي سوناتا 2019 SEL,"Al Maabilah, Muscat•",2019,"OMR 3,900",103000,Automatic,'4/5,US,Sonata,White,N/A,Hyundai
2020 INFINITI QX80ضمان مكينة جير شاصي غرق,"Al Maabilah, Muscat•",2020,"OMR 10,700",84000,Automatic,'4/5,US,QX80,Blue,N/A,Infiniti
نيسان ارمادا 2018,"Qurum, Muscat•",2018,"OMR 9,500",140,Automatic,N/A,US,Armada,Black,N/A,Unknown
ميتسوبيشي لانسر 2017,"Qurum, Muscat•",2017,"OMR 2,400",170,Automatic,'2/3,GCC,Lancer,White,N/A,Mitsubishi
هيونداي كونا 2022,"Qurum, Muscat•",2022,"OMR 4,800",60,Automatic,N/A,US,Kona,Black,N/A,Unknown
فورد إف 150 2021,"Qurum, Muscat•",2021,"OMR 6,700",150,Automatic,N/A,US,F150,Red,N/A,Unknown
مازدا 3 2017,"Qurum, Muscat•",2017,"OMR 3,400",178,Automatic,'4/5,US,3,Black,N/A,Mazda
نيسان باترول 2015,"Azaiba, Muscat•",2015,"OMR 6,900",247000,Automatic,'4/5,GCC,Patrol,White,N/A,Nissan
جمس تيرين SLE محرك 2.0 توربو وكالة عمان 2020 دفع رباعي,"Al Ghubrah, Muscat•",2020,"OMR 6,900",96000,Automatic,'4/5,GCC,Terrain,Grey,N/A,GMC
رنج روفر سبورت SE V6 وراد كندا كلين تايتل 2023,"Al Ghubrah, Muscat•",2023,"OMR 39,900",19000,Automatic,'4/5,Canada,Range Rover Sport,White,N/A,Range Rover
تويوتا هايلوكس غمارتين V6 ادفانشر دفع رباعي جير اتوماتيك 2024,"Al Ghubrah, Muscat•",2024,"OMR 15,300",24000,Automatic,'4/5,GCC,Hilux,White,N/A,Toyota
شيفروليه سلفرادو ZR2 خليجية 2023 ضمان الوكالة,"Al Ghubrah, Muscat•",2023,"OMR 22,800",94000,Automatic,'4/5,GCC,Silverado,Black,N/A,Chevrolet
تويوتا ياريس 1.5 خليجي فول اتوماتيك 2019,"Al Ghubrah, Muscat•",2019,"OMR 4,600",91999,Automatic,'4/5,GCC,Yaris,Silver,N/A,Toyota
316BMW رقم 1 خليجي نظيف محرك 4 سلندر توربو 2015,"Al Ghubrah, Muscat•",2015,"OMR 4,900",185000,Automatic,'4/5,GCC,316,White,N/A,BMW
تويوتا برادو V6 TXL رقم 1 خليجي 2019,"Al Khuwair, Muscat•",2019,"OMR 14,900",114000,Automatic,'4/5,GCC,Prado,Silver,N/A,Toyota
مرسيدس C200 AMG خليجي الزواوي 2017,"Al Ghubrah, Muscat•",2017,"OMR 6,900",204000,Automatic,'4/5,GCC,200,Brown,N/A,MG
جيب جراند شيروكي V6 ليميتد خليجي وكالة عمان 2017,"Al Ghubrah, Muscat•",2017,"OMR 7,700",173000,Automatic,'4/5,GCC,Grand Cherokee,Black,N/A,Jeep
تويوتا لاندكروزر GXR V6 رقم 1 خليجي نظيف 2018,"Al Ghubrah, Muscat•",2018,"OMR 17,900",147000,Automatic,'4/5,GCC,Land Cruiser,Grey,N/A,Toyota
دودج رام لارامي رقم ١ خليجي وكالة عمان سيرفس الوكالة 2015,"Al Ghubrah, Muscat•",2015,"OMR 7,900",127000,Automatic,'4/5,GCC,Ram,Red,N/A,RAM
نيسان كيكس رقم 1 خليجي بهوان استخدام المالك الاول 2019,"Al Ghubrah, Muscat•",2019,"OMR 4,900",99000,Automatic,'4/5,GCC,Kicks,White,N/A,Nissan
تويوتا لاندكروزر VXR 5.7 خليجي نظيف جدا 2021,"Al Ghubrah, Muscat•",2021,"OMR 24,900",136000,Automatic,'4/5,GCC,Land Cruiser,White,N/A,Toyota
